,block_tract,points,Population,Area,AllRaces,Black,Households,NonfamilyHouseholds,RelNonrel,Nonrelatives,AllRaceCounts,MixedRace,OccupiedHousing,RentedHouseholds
12,0470005.011,"[[-73.99532599999999, 40.696377999999996], [-73.99460499999999, 40.697888], [-73.994292, 40.698535], [-73.99271, 40.698097], [-73.99302, 40.69746], [-73.993785, 40.69587], [-73.99532599999999, 40.696377999999996]]",2417,         36793,2526,285,2417,685,853,93,2417,90,853,356
13,0470005.022,"[[-73.992744, 40.693605], [-73.99310299999999, 40.692845999999996], [-73.99508, 40.693146999999996], [-73.994619, 40.69412], [-73.994298, 40.694792], [-73.993978, 40.695463], [-73.99307999999999, 40.695217], [-73.99210000000001, 40.694947], [-73.992744, 40.693605]]",1128,         43981,1161,40,1128,605,683,123,1128,32,683,473
14,0470007.003,"[[-73.993438, 40.692153999999995], [-73.993736, 40.691534999999995], [-73.994361, 40.690239], [-73.996233, 40.690757999999995], [-73.995914, 40.691416], [-73.99508, 40.693146999999996], [-73.99310299999999, 40.692845999999996], [-73.993438, 40.692153999999995]]",1238,         49705,1280,39,1238,473,642,91,1238,41,642,407
15,0470013.002,"[[-73.986813, 40.699956], [-73.986864, 40.69922], [-73.98693999999999, 40.698781], [-73.98868399999999, 40.700699], [-73.986794, 40.700626], [-73.986813, 40.699956]]",711,         22918,726,151,711,0,0,0,711,12,0,0
16,0470015.002,"[[-73.980983, 40.693556], [-73.982512, 40.693614], [-73.98245299999999, 40.694796], [-73.982235, 40.697505], [-73.980515, 40.697437], [-73.980632, 40.696346], [-73.98037099999999, 40.696262999999995], [-73.980356, 40.696177999999996], [-73.980139, 40.694683], [-73.979168, 40.693489], [-73.980983, 40.693556]]",1494,         81605,1566,907,1494,152,542,36,1494,64,542,541
17,0470023.001,"[[-73.986794, 40.700626], [-73.98582499999999, 40.700598], [-73.98285, 40.701359], [-73.98293199999999, 40.699771999999996], [-73.983749, 40.699797], [-73.984776, 40.699853999999995], [-73.986532, 40.699923999999996], [-73.986813, 40.699956], [-73.986794, 40.700626]]",1555,         41784,1629,789,1555,168,535,63,1555,70,535,467
18,0470029.012,"[[-73.976407, 40.696191999999996], [-73.976351, 40.695916], [-73.976188, 40.695098], [-73.975987, 40.694089], [-73.975848, 40.693360999999996], [-73.97782699999999, 40.693438], [-73.978094, 40.694623], [-73.978343, 40.696225999999996], [-73.978351, 40.696276], [-73.978376, 40.696355], [-73.977375, 40.696242999999996], [-73.976407, 40.696191999999996]]",1022,         52500,1085,724,1022,85,225,13,1022,56,225,225
19,0470031.001,"[[-73.982512, 40.693614], [-73.980983, 40.693556], [-73.979168, 40.693489], [-73.97782699999999, 40.693438], [-73.97754499999999, 40.691896], [-73.97894699999999, 40.691921], [-73.981791, 40.692025], [-73.981759, 40.692955], [-73.98254, 40.693002], [-73.982512, 40.693614]]",1800,         64117,1928,974,1800,535,803,74,1800,109,803,257
20,0470033.002,"[[-73.976592, 40.687183999999995], [-73.976545, 40.686994], [-73.97936299999999, 40.686682], [-73.98092799999999, 40.688902999999996], [-73.982098, 40.689358], [-73.982957, 40.689699], [-73.98371999999999, 40.690007], [-73.98313399999999, 40.690003], [-73.981476, 40.689931], [-73.978624, 40.689831], [-73.977098, 40.689772999999995], [-73.976592, 40.687183999999995]]",1499,        115547,1575,481,1499,697,757,186,1499,68,757,591
21,0470037.001,"[[-73.98181699999999, 40.687329999999996], [-73.983988, 40.688175], [-73.986155, 40.689018], [-73.98973699999999, 40.69036], [-73.989328, 40.691002], [-73.98896599999999, 40.692099], [-73.987348, 40.691458], [-73.98633099999999, 40.69105], [-73.98536299999999, 40.690667], [-73.98371999999999, 40.690007], [-73.982957, 40.689699], [-73.982098, 40.689358], [-73.98092799999999, 40.688902999999996], [-73.97936299999999, 40.686682], [-73.979812, 40.686645], [-73.98181699999999, 40.687329999999996]]",390,        167607,447,90,390,149,157,26,390,53,157,154
22,0470039.001,"[[-73.982232, 40.686721], [-73.98181699999999, 40.687329999999996], [-73.979812, 40.686645], [-73.97936299999999, 40.686682], [-73.97908799999999, 40.686285], [-73.978026, 40.684864], [-73.978337, 40.684394999999995], [-73.980702, 40.685324], [-73.982661, 40.686085999999996], [-73.982232, 40.686721]]",1162,         58756,1254,299,1162,380,457,100,1162,85,457,297
23,0470039.003,"[[-73.978337, 40.684394999999995], [-73.978743, 40.68376], [-73.979165, 40.683125], [-73.97960499999999, 40.682489], [-73.981993, 40.683417999999996], [-73.981562, 40.684053], [-73.981133, 40.684689], [-73.980702, 40.685324], [-73.978337, 40.684394999999995]]",459,         53879,494,74,459,237,227,64,459,31,227,177
24,0470041.001,"[[-73.982232, 40.686721], [-73.982661, 40.686085999999996], [-73.98482899999999, 40.68693], [-73.98700000000001, 40.687773], [-73.986155, 40.689018], [-73.983988, 40.688175], [-73.98181699999999, 40.687329999999996], [-73.982232, 40.686721]]",1562,         64022,1630,267,1562,629,736,166,1562,62,736,599
25,0470043.001,"[[-73.990648, 40.68913], [-73.990166, 40.689729], [-73.988722, 40.689246], [-73.98916799999999, 40.688615], [-73.990648, 40.68913]]",8,         10613,8,5,8,0,0,0,8,0,0,0
26,0470043.003,"[[-73.98916799999999, 40.688615], [-73.98700000000001, 40.687773], [-73.988289, 40.685869], [-73.99046799999999, 40.686727999999995], [-73.98916799999999, 40.688615]]",918,         49141,951,102,918,407,415,130,918,30,415,319
27,0470045.001,"[[-73.993005, 40.688364], [-73.995001, 40.688915], [-73.99687399999999, 40.689433], [-73.99654799999999, 40.690104], [-73.996233, 40.690757999999995], [-73.994361, 40.690239], [-73.992364, 40.68969], [-73.99268599999999, 40.689032999999995], [-73.993005, 40.688364]]",1151,         54501,1175,44,1151,502,601,129,1151,24,601,391
28,0470047.001,"[[-74.001003, 40.68535], [-74.002364, 40.685736999999996], [-74.004504, 40.686301], [-74.004853, 40.685668], [-74.00549699999999, 40.685846999999995], [-74.007735, 40.686037], [-74.008117, 40.686614999999996], [-74.003946, 40.689046999999995], [-74.001881, 40.692476], [-74.000495, 40.691938], [-73.997793, 40.691188], [-73.998742, 40.689177], [-73.99907, 40.688497999999996], [-73.999378, 40.687853], [-73.999696, 40.687197999999995], [-74.000642, 40.685247], [-74.000891, 40.685300999999995], [-74.001003, 40.68535]]",1445,        330370,1566,259,1445,440,657,103,1445,101,657,456
29,0470129.013,"[[-73.981324, 40.679952], [-73.98089399999999, 40.680586999999996], [-73.980463, 40.681221], [-73.977886, 40.680217], [-73.978676, 40.679047], [-73.97955999999999, 40.679286999999995], [-73.981324, 40.679952]]",517,         38072,554,101,517,249,246,83,517,33,246,177
30,0470161.001,"[[-73.97377999999999, 40.683060999999995], [-73.97174199999999, 40.682646], [-73.97064, 40.682414], [-73.970852, 40.681619999999995], [-73.971394, 40.680082999999996], [-73.974504, 40.680733], [-73.973952, 40.682280999999996], [-73.97377999999999, 40.683060999999995]]",976,         72716,1033,219,976,306,422,102,976,50,422,233
31,0470305.001,"[[-73.959124, 40.677513999999995], [-73.962229, 40.678166], [-73.961957, 40.678934], [-73.96168, 40.679702], [-73.96131199999999, 40.680456], [-73.958292, 40.679831], [-73.95602199999999, 40.679359], [-73.95528999999999, 40.679202], [-73.955167, 40.678571], [-73.955195, 40.678343], [-73.95547499999999, 40.677575999999995], [-73.955749, 40.676807], [-73.956833, 40.677034], [-73.959124, 40.677513999999995]]",839,        149935,906,379,839,251,316,76,839,44,316,291
32,0470227.004,"[[-73.958586, 40.681743], [-73.959595, 40.681953], [-73.96161099999999, 40.682375], [-73.961671, 40.682691], [-73.960718, 40.682801999999995], [-73.959785, 40.682908999999995], [-73.95884099999999, 40.683018], [-73.95611199999999, 40.683333], [-73.955666, 40.681137], [-73.958586, 40.681743]]",942,         67189,969,693,942,338,386,95,942,25,386,309
33,0470229.001,"[[-73.956699, 40.686263], [-73.956841, 40.686996], [-73.954684, 40.687245], [-73.954538, 40.686512], [-73.954393, 40.68578], [-73.95655, 40.68553], [-73.956699, 40.686263]]",586,         30382,612,421,586,212,273,57,586,22,273,229
34,0470229.002,"[[-73.954101, 40.684312999999996], [-73.953954, 40.683581], [-73.95611199999999, 40.683333], [-73.956257, 40.684066], [-73.95655, 40.68553], [-73.954393, 40.68578], [-73.954246, 40.685047], [-73.954101, 40.684312999999996]]",935,         45527,983,624,935,348,379,96,935,46,379,273
35,0470229.003,"[[-73.959423, 40.685950999999996], [-73.95956799999999, 40.686682999999995], [-73.956841, 40.686996], [-73.956699, 40.686263], [-73.95655, 40.68553], [-73.959276, 40.685217], [-73.959423, 40.685950999999996]]",655,         38359,678,463,655,228,288,57,655,21,288,228
36,0470229.004,"[[-73.95655, 40.68553], [-73.956257, 40.684066], [-73.95611199999999, 40.683333], [-73.95884099999999, 40.683018], [-73.959276, 40.685217], [-73.95655, 40.68553]]",1219,         57564,1272,779,1219,526,551,140,1219,47,551,446
37,0470231.001,"[[-73.96000599999999, 40.688880999999995], [-73.959859, 40.688148], [-73.95971399999999, 40.687416], [-73.962547, 40.687089], [-73.962694, 40.687819], [-73.962836, 40.688555], [-73.96000599999999, 40.688880999999995]]",1097,         39857,1176,582,1097,561,553,145,1097,67,553,474
38,0470241.002,"[[-73.951757, 40.69133], [-73.951612, 40.690597], [-73.951464, 40.689864], [-73.955122, 40.689443999999995], [-73.95541, 40.690908], [-73.951757, 40.69133]]",909,         51407,940,548,909,332,367,81,909,29,367,322
39,0470243.001,"[[-73.951464, 40.689864], [-73.95117499999999, 40.6884], [-73.954829, 40.687977], [-73.955122, 40.689443999999995], [-73.951464, 40.689864]]",1229,         51447,1275,863,1229,482,589,141,1229,39,589,478
40,0470245.001,"[[-73.953954, 40.683581], [-73.954101, 40.684312999999996], [-73.954246, 40.685047], [-73.95058999999999, 40.685466999999996], [-73.950446, 40.684734999999996], [-73.950299, 40.684000999999995], [-73.953954, 40.683581]]",963,         51455,1008,860,963,258,386,88,963,39,386,260
41,0470245.004,"[[-73.949557, 40.680389999999996], [-73.95337099999999, 40.680641], [-73.953516, 40.681383], [-73.949861, 40.681804], [-73.949715, 40.68107], [-73.949557, 40.680389999999996]]",778,         38289,816,616,778,214,330,56,778,36,330,290
42,0470247.001,"[[-73.949557, 40.680389999999996], [-73.946749, 40.68024], [-73.946274, 40.680212999999995], [-73.943973, 40.680088], [-73.944149, 40.678239], [-73.946911, 40.678391999999995], [-73.949679, 40.678543], [-73.949585, 40.679635999999995], [-73.949557, 40.680389999999996]]",1314,         96636,1366,1100,1314,294,521,85,1314,48,521,468
43,0470249.003,"[[-73.94658, 40.682181], [-73.946437, 40.681449], [-73.949715, 40.68107], [-73.949861, 40.681804], [-73.950009, 40.682536999999996], [-73.946727, 40.682914], [-73.94658, 40.682181]]",1107,         46121,1138,840,1107,422,546,93,1107,25,546,445
44,0470253.003,"[[-73.951464, 40.689864], [-73.951612, 40.690597], [-73.951757, 40.69133], [-73.95190199999999, 40.692063], [-73.948622, 40.69244], [-73.948476, 40.691707], [-73.948331, 40.690974], [-73.948185, 40.690242], [-73.951464, 40.689864]]",487,         69246,512,342,487,145,186,50,487,23,186,153
45,0470519.002,"[[-73.95434, 40.714072], [-73.954656, 40.714075], [-73.95533, 40.714073], [-73.95599399999999, 40.714092], [-73.95626899999999, 40.714158999999995], [-73.95822299999999, 40.715374], [-73.95762599999999, 40.715927], [-73.957031, 40.716483], [-73.956439, 40.717031999999996], [-73.953865, 40.715433], [-73.952793, 40.714763], [-73.953411, 40.714220999999995], [-73.953583, 40.71407], [-73.95434, 40.714072]]",1060,         82585,1092,21,1060,627,546,198,1060,29,546,456
46,0470519.003,"[[-73.95533, 40.714073], [-73.954656, 40.714075], [-73.95434, 40.714072], [-73.95506499999999, 40.712866], [-73.95547599999999, 40.712266], [-73.95680999999999, 40.712756], [-73.958342, 40.713305999999996], [-73.959797, 40.713887], [-73.959486, 40.714192], [-73.959277, 40.71439], [-73.95822299999999, 40.715374], [-73.95626899999999, 40.714158999999995], [-73.95599399999999, 40.714092], [-73.95533, 40.714073]]",1050,         72264,1095,38,1050,640,507,205,1050,43,507,444
47,0470523.003,"[[-73.959064, 40.712165999999996], [-73.959533, 40.711424], [-73.959943, 40.710786999999996], [-73.960388, 40.710056], [-73.961238, 40.710234], [-73.962, 40.710432999999995], [-73.961421, 40.711349], [-73.961029, 40.711968999999996], [-73.960561, 40.712713], [-73.959064, 40.712165999999996]]",1214,         38048,1260,70,1214,415,454,163,1214,44,454,409
48,0470525.002,"[[-73.96114399999999, 40.707524], [-73.962131, 40.707623], [-73.962743, 40.707685], [-73.96257299999999, 40.708535], [-73.962414, 40.709351999999996], [-73.960825, 40.709168999999996], [-73.960984, 40.708357], [-73.96114399999999, 40.707524]]",1329,         25272,1347,49,1329,145,387,35,1329,17,387,368
49,0470543.002,"[[-73.969728, 40.697804], [-73.965774, 40.697635999999996], [-73.962839, 40.698039], [-73.964551, 40.696107], [-73.965434, 40.695941], [-73.96638899999999, 40.69581], [-73.968384, 40.695931], [-73.96937199999999, 40.695954], [-73.969728, 40.697804]]",320,        101851,347,34,320,192,178,57,320,24,178,178
50,0470545.003,"[[-73.967289, 40.707001999999996], [-73.965932, 40.707243999999996], [-73.964849, 40.707454], [-73.964393, 40.707056], [-73.965672, 40.706202999999995], [-73.965093, 40.705633999999996], [-73.965285, 40.705498999999996], [-73.965541, 40.705334], [-73.966325, 40.70483], [-73.96672699999999, 40.705523], [-73.967289, 40.707001999999996]]",2033,         36069,2075,164,2033,158,618,37,2033,41,618,585
51,0470547.002,"[[-73.96432899999999, 40.708014999999996], [-73.965938, 40.708197], [-73.965801, 40.708901999999995], [-73.964185, 40.70872], [-73.96257299999999, 40.708535], [-73.962743, 40.707685], [-73.963278, 40.707729], [-73.964421, 40.707533999999995], [-73.96432899999999, 40.708014999999996]]",1456,         25950,1468,28,1456,92,326,25,1456,11,326,282
52,0470551.002,"[[-73.962552, 40.712526], [-73.962081, 40.713269], [-73.961287, 40.714501999999996], [-73.959797, 40.713887], [-73.960561, 40.712713], [-73.961029, 40.711968999999996], [-73.962552, 40.712526]]",1196,         34304,1281,113,1196,516,548,152,1196,78,548,513
53,0471237.001,"[[-73.95799699999999, 40.694365999999995], [-73.959311, 40.694215], [-73.96015799999999, 40.694117], [-73.961051, 40.698326], [-73.95885799999999, 40.698676999999996], [-73.95799699999999, 40.694365999999995]]",1267,         89464,1300,71,1267,100,275,45,1267,33,275,214
54,0471237.002,"[[-73.956581, 40.696784], [-73.956143, 40.694579], [-73.95799699999999, 40.694365999999995], [-73.95885799999999, 40.698676999999996], [-73.95702, 40.698974], [-73.956581, 40.696784]]",2618,         77467,2659,85,2618,100,527,36,2618,38,527,438
55,0471237.003,"[[-73.956581, 40.696784], [-73.95702, 40.698974], [-73.95336999999999, 40.699405], [-73.952925, 40.697204], [-73.952489, 40.695004], [-73.954307, 40.694790999999995], [-73.955197, 40.694688], [-73.956143, 40.694579], [-73.956581, 40.696784]]",2123,        154429,2157,96,2123,148,456,51,2123,34,456,350
56,0610098.006,"[[-73.967607, 40.756132], [-73.967152, 40.756766], [-73.964786, 40.755756], [-73.96524, 40.75513], [-73.965696, 40.754504999999995], [-73.968065, 40.755503999999995], [-73.967607, 40.756132]]",1582,         36469,1624,33,1582,942,1026,139,1582,37,1026,784
57,0610098.007,"[[-73.96852, 40.754877], [-73.968065, 40.755503999999995], [-73.965696, 40.754504999999995], [-73.966157, 40.753878], [-73.96852, 40.754877]]",831,         18202,845,18,831,525,581,64,831,13,581,463
59,0610099.001,"[[-74.00596, 40.745231], [-74.006385, 40.744645999999996], [-74.006811, 40.744060999999995], [-74.007238, 40.743469999999995], [-74.00820499999999, 40.742143999999996], [-74.00881, 40.742377999999995], [-74.009331, 40.742571999999996], [-74.01228499999999, 40.74387], [-74.009456, 40.743521], [-74.00876099999999, 40.746674999999996], [-74.011403, 40.747991999999996], [-74.00861499999999, 40.747679], [-74.009996, 40.74893], [-74.008218, 40.753059], [-74.003714, 40.75958], [-74.004913, 40.76045], [-74.003427, 40.759968], [-74.00294199999999, 40.759730999999995], [-73.99866899999999, 40.757706], [-73.997306, 40.75711], [-73.99820799999999, 40.755869], [-73.999143, 40.754585], [-73.999633, 40.753918], [-74.00052699999999, 40.752688], [-74.00094299999999, 40.752105], [-74.00143, 40.751445], [-74.002785, 40.749592], [-74.003236, 40.748974], [-74.00368399999999, 40.748355], [-74.00394399999999, 40.747997], [-74.00416799999999, 40.74769], [-74.00465299999999, 40.747023], [-74.005107, 40.746401999999996], [-74.005535, 40.745816], [-74.00596, 40.745231]]",1945,       1007102,2015,196,1945,1057,1091,220,1945,67,1091,729
60,0610100.001,"[[-73.971451, 40.757749], [-73.97282, 40.75587], [-73.97443899999999, 40.756555999999996], [-73.971696, 40.760312], [-73.971243, 40.760937], [-73.969625, 40.760251], [-73.971451, 40.757749]]",594,         86975,603,54,594,243,288,43,594,9,288,130
61,0610102.001,"[[-73.971696, 40.760312], [-73.97443899999999, 40.756555999999996], [-73.977655, 40.757912], [-73.976744, 40.759164999999996], [-73.97537299999999, 40.76104], [-73.974915, 40.761666999999996], [-73.974457, 40.762293], [-73.972852, 40.761614], [-73.971243, 40.760937], [-73.971696, 40.760312]]",230,        172891,238,24,230,87,117,12,230,8,117,60
64,0610106.023,"[[-73.959722, 40.758663], [-73.958356, 40.760539], [-73.957888, 40.761175], [-73.956519, 40.760569], [-73.956454, 40.760535], [-73.956126, 40.760401], [-73.958207, 40.758528], [-73.95859899999999, 40.758133], [-73.95872899999999, 40.758165999999996], [-73.95907199999999, 40.758398], [-73.959722, 40.758663]]",1030,         44851,1064,16,1030,265,437,74,1030,34,437,436
65,0610108.003,"[[-73.965293, 40.759308], [-73.964503, 40.758973999999995], [-73.962925, 40.758309], [-73.96341199999999, 40.757636999999995], [-73.965783, 40.758632], [-73.965293, 40.759308]]",1415,         19535,1429,16,1415,657,833,96,1415,14,833,553
66,0610111.002,"[[-73.99667199999999, 40.755215], [-73.99535399999999, 40.754688], [-73.99581599999999, 40.754056999999996], [-73.996304, 40.753389], [-73.999143, 40.754585], [-73.99820799999999, 40.755869], [-73.99667199999999, 40.755215]]",997,         44837,1044,147,997,672,667,88,997,41,667,541
67,0610112.031,"[[-73.969625, 40.760251], [-73.969132, 40.760929], [-73.968187, 40.762226999999996], [-73.966583, 40.761551999999995], [-73.967533, 40.760255], [-73.968024, 40.759578], [-73.969625, 40.760251]]",881,         38738,895,17,881,468,540,84,881,14,540,414
68,0610114.011,"[[-73.97004199999999, 40.765467], [-73.969585, 40.766090999999996], [-73.967974, 40.765412999999995], [-73.968431, 40.764787999999996], [-73.96888899999999, 40.764161], [-73.969337, 40.763546999999996], [-73.96980099999999, 40.762913999999995], [-73.971411, 40.763588], [-73.970957, 40.764216], [-73.97004199999999, 40.765467]]",855,         49390,867,17,855,274,462,37,855,12,462,249
69,0610115.001,"[[-73.991177, 40.75533], [-73.991633, 40.754706999999996], [-73.994468, 40.755908999999996], [-73.992633, 40.75843], [-73.989791, 40.757234], [-73.990276, 40.756567], [-73.991177, 40.75533]]",1263,         87827,1305,68,1263,730,739,169,1263,41,739,433
71,0610121.001,"[[-73.989297, 40.757906999999996], [-73.989791, 40.757234], [-73.992633, 40.75843], [-73.99213999999999, 40.759102999999996], [-73.99168499999999, 40.759729], [-73.98884199999999, 40.758533], [-73.989297, 40.757906999999996]]",1517,         45264,1609,192,1517,1019,943,230,1517,83,943,911
72,0610121.006,"[[-73.99123, 40.760354], [-73.99407, 40.761551999999995], [-73.99360899999999, 40.762184], [-73.990764, 40.760988], [-73.99123, 40.760354]]",897,         22089,927,30,897,620,564,132,897,29,564,442
73,0610125.001,"[[-73.981341, 40.758645], [-73.98225599999999, 40.757387], [-73.985085, 40.758589], [-73.985322, 40.758686999999995], [-73.984464, 40.760773], [-73.986561, 40.76166], [-73.986104, 40.76229], [-73.983263, 40.761094], [-73.980426, 40.759899], [-73.980886, 40.75927], [-73.981341, 40.758645]]",1076,        121011,1123,54,1076,679,656,170,1076,43,656,636
74,0610127.003,"[[-73.989863, 40.762235], [-73.99031599999999, 40.761606], [-73.990764, 40.760988], [-73.99360899999999, 40.762184], [-73.993156, 40.762806], [-73.992701, 40.763431], [-73.989863, 40.762235]]",1913,43361,1999,229,1913,1085,1025,256,1913,85,1025,857
75,0610133.003,"[[-73.988491, 40.764109999999995], [-73.988947, 40.763486], [-73.991788, 40.764683999999995], [-73.991333, 40.76531], [-73.990876, 40.765934], [-73.98803199999999, 40.764737], [-73.988491, 40.764109999999995]]",1296,43594,1377,77,1296,807,745,199,1296,76,745,725
76,0610135.002,"[[-73.99080099999999, 40.76754], [-73.989964, 40.767188], [-73.990422, 40.766560999999996], [-73.990876, 40.765934], [-73.991333, 40.76531], [-73.991788, 40.764683999999995], [-73.992345, 40.764919], [-73.996493, 40.766684999999995], [-73.996034, 40.767303], [-73.995629, 40.767953999999996], [-73.994688, 40.769219], [-73.99280499999999, 40.768381999999995], [-73.99080099999999, 40.76754]]",2905,145544,3069,353,2905,1176,1558,221,2905,149,1558,1549
77,0610137.001,"[[-73.976703, 40.764996], [-73.97954399999999, 40.766197], [-73.97907599999999, 40.766875999999996], [-73.97623399999999, 40.765675], [-73.976703, 40.764996]]",1081,23366,1099,12,1081,533,705,61,1081,18,705,390
78,0610137.004,"[[-73.982152, 40.767680999999996], [-73.98181799999999, 40.76761], [-73.981634, 40.767645], [-73.98151, 40.767703999999995], [-73.98136199999999, 40.767837], [-73.97907599999999, 40.766875999999996], [-73.97954399999999, 40.766197], [-73.980036, 40.765521], [-73.981848, 40.766287], [-73.982877, 40.766715], [-73.98237999999999, 40.7674], [-73.982152, 40.767680999999996]]",1199,44693,1226,24,1199,490,717,54,1199,25,717,496
80,0610002.012,"[[-73.985058, 40.713077999999996], [-73.984855, 40.711712999999996], [-73.984701, 40.710684], [-73.984662, 40.710518], [-73.98454699999999, 40.709495], [-73.98654599999999, 40.709297], [-73.986601, 40.710294], [-73.98674199999999, 40.711535999999995], [-73.986926, 40.712903], [-73.985058, 40.713077999999996]]",2070,         65323,2170,444,2070,197,736,37,2070,92,736,736
81,0610002.023,"[[-73.983615, 40.711326], [-73.983882, 40.713201], [-73.98231899999999, 40.713387999999995], [-73.982052, 40.711428], [-73.983615, 40.711326]]",1702,         28455,1784,350,1702,374,804,57,1702,79,804,800
83,0610006.004,"[[-73.99012499999999, 40.713381999999996], [-73.987062, 40.713637999999996], [-73.986926, 40.712903], [-73.989971, 40.712646], [-73.99012499999999, 40.713381999999996]]",1586,         21493,1603,31,1586,180,375,92,1586,15,375,364
84,0610007.001,"[[-74.007531, 40.702596], [-74.00798, 40.703188999999995], [-74.009103, 40.704193], [-74.009866, 40.705797], [-74.012508, 40.706767], [-74.01194699999999, 40.707451999999996], [-74.011703, 40.707755999999996], [-74.011012, 40.708594], [-74.010542, 40.709154], [-74.00966, 40.708756], [-74.009371, 40.708614], [-74.008269, 40.707722], [-74.007459, 40.707218999999995], [-74.00474899999999, 40.705231999999995], [-74.004569, 40.705152999999996], [-74.007531, 40.702596]]",8109,        236665,8398,362,8109,5404,4837,1399,8109,270,4837,4099
85,0610008.002,"[[-73.994361, 40.712308], [-73.99694699999999, 40.712072], [-73.997117, 40.712799], [-73.99445899999999, 40.713021], [-73.994361, 40.712308]]",1658,         18003,1667,1,1658,217,521,74,1658,9,521,453
86,0610008.004,"[[-73.995402, 40.711489], [-73.995192, 40.710392999999996], [-73.996444, 40.710198999999996], [-73.996782, 40.711363999999996], [-73.995402, 40.711489]]",1720,         14371,1742,50,1720,339,787,43,1720,22,787,785
87,0610009.001,"[[-74.012508, 40.706767], [-74.009866, 40.705797], [-74.009103, 40.704193], [-74.00798, 40.703188999999995], [-74.007531, 40.702596], [-74.00606599999999, 40.701359], [-74.007963, 40.702245], [-74.012458, 40.6997], [-74.013583, 40.700371], [-74.014259, 40.704556], [-74.012508, 40.706767]]",731,        277076,757,35,731,423,386,112,731,26,386,345
